algorithm,prediction_multiplier,cr
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.0,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,1.2,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,2.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,10.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Deterministic,100.0,1.99
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
Classical Randomized,0.01,1.5819767068693265
